__lineyka_row_id,agency_full,#_of_agencies,population,crime_type,YTD,PrevYTD,Percent_Change,YTD_Range,Last Updated
282,"Parker County, Texas",1,114776,Murders,3,2,50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
283,"Pasadena, Texas",1,145850,Murders,3,5,-40.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
284,"Pawtucket, Rhode Island",1,75100,Murders,3,3,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
285,"Pharr, Texas",1,80359,Murders,3,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
286,"Rapid City, South Dakota",1,80850,Murders,3,5,-40.00%,Jan - Jul 2025,2025-12-16 15:08:46 EST
287,"Rock Hill, South Carolina",1,75681,Murders,3,4,-25.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
288,"Royal Oak, Michigan",1,57233,Murders,3,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
289,"Salem, Oregon",1,178276,Murders,3,6,-50.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
290,"San Marcos, Texas",1,71413,Murders,3,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
291,"Smith County, Texas",1,111489,Murders,3,5,-40.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
292,"Sonoma County, California",1,131522,Murders,3,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
293,"Southfield, Michigan",1,74960,Murders,3,1,200.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
294,"Sparks, Nevada",1,109403,Murders,3,4,-25.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
295,"St Charles, Missouri",1,71408,Murders,3,2,50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
296,"Taylor, Michigan",1,61781,Murders,3,3,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
297,"Tulare County, California",1,135511,Murders,3,9,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
298,"Walnut Creek, California",1,68441,Murders,3,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
299,"Waterloo, Iowa",1,66211,Murders,3,2,50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
300,"Westminster, Colorado",1,113660,Murders,3,5,-40.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
301,"Wichita Falls, Texas",1,102740,Murders,3,9,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
302,"Adams County, Colorado",1,100798,Murders,2,4,-50.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
303,"Alameda County, California",1,148466,Murders,2,8,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
304,"Alhambra, California",1,79087,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
305,"Allentown, Pennsylvania",1,124782,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
306,"Asheville, North Carolina",1,93471,Murders,2,9,-77.78%,Jan - Oct 2025,2025-12-16 15:08:46 EST
307,"Baldwin Park, California",1,68230,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
308,"Barnstable, Massachusetts",1,50034,Murders,2,1,100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
309,"Battle Creek, Michigan",1,60969,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
310,"Beaumont, California",1,57819,Murders,2,0,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
311,"Bellingham, Washington",1,94968,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
312,"Boise, Idaho",1,236949,Murders,2,1,100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
313,"Bossier City, Louisiana",1,62602,Murders,2,7,-71.43%,Jan - Oct 2025,2025-12-16 15:08:46 EST
314,"Bowling Green, Kentucky",1,76194,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
315,"Broken Arrow, Oklahoma",1,119959,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
316,"Brookhaven, Georgia",1,58507,Murders,2,4,-50.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
317,"Brownsville, Texas",1,190590,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
318,"Burnsville, Minnesota",1,63650,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
319,"Cheyenne, Wyoming",1,64307,Murders,2,2,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
320,"Chicopee, Massachusetts",1,55043,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
321,"Citrus Heights, California",1,85894,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
322,"Clackamas County, Oregon",1,243311,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
323,"Commerce City, Colorado",1,67851,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
324,"Concord, North Carolina",1,111915,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
325,"Council Bluffs, Iowa",1,62214,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
326,"Dearborn Heights, Michigan",1,61420,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
327,"Dearborn, Michigan",1,106747,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
328,"Des Moines, Iowa",1,209658,Murders,2,9,-77.78%,Jan - Oct 2025,2025-12-16 15:08:46 EST
329,"Douglas County, Colorado",1,219477,Murders,2,3,-33.33%,Jan - Sep 2025,2025-12-16 15:08:46 EST
330,"Eau Claire, Wisconsin",1,69859,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
331,"Edmond, Oklahoma",1,97063,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
332,"El Dorado County, California",1,162436,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
333,"El Monte, California",1,103463,Murders,2,6,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
334,"Elkhart, Indiana",1,53773,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
335,"Enid, Oklahoma",1,50168,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
336,"Eugene, Oregon",1,178191,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
337,"Fayetteville, Arkansas",1,101624,Murders,2,8,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
338,"Folsom, California",1,84559,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
339,"Franklin, Tennessee",1,88315,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
340,"Goodyear, Arizona",1,109929,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
341,"Green Bay, Wisconsin",1,105521,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
342,"Greenville, South Carolina",1,72961,Murders,2,7,-71.43%,Jan - Sep 2025,2025-12-16 15:08:46 EST
343,"Hamilton Township, New Jersey",1,120098,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
344,"Hillsboro, Oregon",1,107459,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
345,"Iowa City, Iowa",1,75396,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
346,"Irving, Texas",1,255203,Murders,2,18,-88.89%,Jan - Oct 2025,2025-12-16 15:08:46 EST
347,"Kent County, Michigan",1,267237,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
348,"Knox County, Tennessee",1,304331,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
349,"Kokomo, Indiana",1,59720,Murders,2,2,0.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
350,"La Mesa, California",1,60008,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
351,"Lansing, Michigan",1,112529,Murders,2,3,-33.33%,Jan - Apr 2025,2025-12-16 15:08:46 EST
352,"Lawrence, Massachusetts",1,87806,Murders,2,7,-71.43%,Jan - Oct 2025,2025-12-16 15:08:46 EST
353,"League City, Texas",1,115791,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
354,"Leander, Texas",1,82228,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
355,"Little Elm, Texas",1,59954,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
356,"Manchester, New Hampshire",1,114963,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
357,"Medford, Oregon",1,85352,Murders,2,2,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
358,"Midland, Texas",1,135253,Murders,2,7,-71.43%,Jan - Oct 2025,2025-12-16 15:08:46 EST
359,"Mission Viejo, California",1,90944,Murders,2,0,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
360,"Missouri City, Texas",1,77560,Murders,2,1,100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
361,"Murfreesboro, Tennessee",1,166916,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
362,"Napa, California",1,77956,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
363,"New Britain, Connecticut",1,74609,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
364,"New Rochelle, New York",1,83357,Murders,2,0,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
365,"Ogden, Utah",1,86593,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
366,"Onslow County, North Carolina",1,125993,Murders,2,5,-60.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
367,"Paulding County, Georgia",1,162740,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
368,"Pearland, Texas",1,127433,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
369,"Pflugerville, Texas",1,65599,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
370,"Plano, Texas",1,291140,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
371,"Pleasanton, California",1,75238,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
372,"Providence, Rhode Island",1,189590,Murders,2,11,-81.82%,Jan - Oct 2025,2025-12-16 15:08:46 EST
373,"Racine, Wisconsin",1,75858,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
374,"Richardson, Texas",1,119008,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
375,"Richmond, California",1,113282,Murders,2,11,-81.82%,Jan - Oct 2025,2025-12-16 15:08:46 EST
376,"Roseville, California",1,158084,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
377,"Round Rock, Texas",1,129898,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
378,"Rutherford County, Tennessee",1,104616,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
379,"San Angelo, Texas",1,98642,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
380,"San Mateo County, California",1,127963,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
381,"Santa Monica, California",1,88552,Murders,2,2,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
382,"Shelby Township, Michigan",1,79545,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
383,"Southaven, Mississippi",1,57135,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
384,"Spring Hill, Tennessee",1,58200,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
385,"St. Mary's County, Maryland",1,115684,Murders,2,1,100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
386,"Stafford County, Virginia",1,166413,Murders,2,1,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
387,"Suffolk, Virginia",1,100598,Murders,2,10,-80.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
388,"Terre Haute, Indiana",1,58309,Murders,2,2,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
389,"Texas City, Texas",1,57448,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
390,"Thornton, Colorado",1,143838,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
391,"Thousand Oaks, California",1,123032,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
392,"Thurston County, Washington",1,145385,Murders,2,2,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
393,"Torrance, California",1,138472,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
394,"Tulare, California",1,71428,Murders,2,5,-60.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
395,"Tustin, California",1,77690,Murders,2,0,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
396,"Upper Darby, Pennsylvania",1,84468,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
397,"Utica, New York",1,63548,Murders,2,5,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
398,"Warren, Michigan",1,136121,Murders,2,4,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
399,"Waterford Township, Michigan",1,69153,Murders,2,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
400,"West Covina, California",1,103014,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
401,"Westland, Michigan",1,83463,Murders,2,3,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
402,"Westminster, California",1,88710,Murders,2,3,-33.33%,Jan - Sep 2025,2025-12-16 15:08:46 EST
403,"Abington, Pennsylvania",1,58433,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
404,"Ada County, Idaho",1,138487,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
405,"Allen, Texas",1,114696,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
406,"Ames, Iowa",1,67186,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
407,"Ann Arbor, Michigan",1,118072,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
408,"Apple Valley, Minnesota",1,54995,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
409,"Arapahoe County, Colorado",1,104204,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
410,"Arcadia, California",1,54071,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
411,"Arlington County, Virginia",1,231844,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
412,"Arvada, Colorado",1,120200,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
413,"Avondale, Arizona",1,92661,Murders,1,3,-66.67%,Jan - Sep 2025,2025-12-16 15:08:46 EST
414,"Beaverton, Oregon",1,96840,Murders,1,1,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
415,"Bend, Oregon",1,105099,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
416,"Bensalem, Pennsylvania",1,62595,Murders,1,0,NaN%,Jan - Mar 2025,2025-12-16 15:08:46 EST
417,"Bentonville, Arkansas",1,59465,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
418,"Berkeley, California",1,116595,Murders,1,6,-83.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
419,"Bloomington, Minnesota",1,86793,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
420,"Bolingbrook, Illinois",1,74138,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
421,"Bowie, Maryland",1,56678,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
422,"Bozeman, Montana",1,57424,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
423,"Brooklyn Park, Minnesota",1,81920,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
424,"Burleson, Texas",1,56307,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
425,"Burlington, Vermont",1,44522,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
426,"Caldwell, Idaho",1,68731,Murders,1,1,0.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
427,"Camarillo, California",1,70010,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
428,"Cambridge, Massachusetts",1,118960,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
429,"Cameron County, Texas",1,95894,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
430,"Carrollton, Texas",1,134261,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
431,"Cary, North Carolina",1,182878,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
432,"Cedar Park, Texas",1,77464,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
433,"Centennial, Colorado",1,104724,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
434,"Chico, California",1,100896,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
435,"Chino, California",1,94162,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
436,"Clinton Township, Michigan",1,99012,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
437,"Coeur D Alene, Idaho",1,57653,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
438,"College Station, Texas",1,126136,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
439,"Concord, California",1,121331,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
440,"Conroe, Texas",1,106904,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
441,"Cranston, Rhode Island",1,82484,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
442,"Cuyahoga Falls, Ohio",1,50459,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
443,"Danbury, Connecticut",1,87327,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
444,"Delaware County, Ohio",1,104939,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
445,"Desoto, Texas",1,56257,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
446,"Douglas County, Nebraska",1,94490,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
447,"Edina, Minnesota",1,51980,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
448,"Elizabeth, New Jersey",1,133578,Murders,1,4,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
449,"Elyria, Ohio",1,53024,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
450,"Euclid, Ohio",1,48170,Murders,1,5,-80.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
451,"Euless, Texas",1,59722,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
452,"Gardena, California",1,57853,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
453,"Glendale, California",1,185923,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
454,"Great Falls, Montana",1,60358,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
455,"Hamilton County, Tennessee",1,124372,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
456,"Hamilton, Ohio",1,62705,Murders,1,1,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
457,"Harlingen, Texas",1,71581,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
458,"Hendersonville, Tennessee",1,63291,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
459,"Hoboken, New Jersey",1,56832,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
460,"Huntersville, North Carolina",1,63781,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
461,"Jeffersonville, Indiana",1,51780,Murders,1,0,NaN%,Jan - Mar 2025,2025-12-16 15:08:46 EST
462,"Johnson City, Tennessee",1,73225,Murders,1,4,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
463,"Joplin, Missouri",1,52881,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
464,"Kenosha, Wisconsin",1,97786,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
465,"La Crosse, Wisconsin",1,50759,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
466,"Livingston County, Michigan",1,129813,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
467,"Logan, Utah",1,55645,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
468,"Lorain, Ohio",1,65436,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
469,"Loveland, Colorado",1,78656,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
470,"Lowell, Massachusetts",1,113124,Murders,1,4,-75.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
471,"Lower Paxton, Pennsylvania",1,55204,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
472,"Manchester, Connecticut",1,59408,Murders,1,1,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
473,"Mansfield, Texas",1,78788,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
474,"Manteca, California",1,88518,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
475,"Marietta, Georgia",1,63407,Murders,1,2,-50.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
476,"Miami Beach, Florida",1,78824,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
477,"Milford, Connecticut",1,53011,Murders,1,1,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
478,"Millcreek, Pennsylvania",1,53119,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
479,"Mission, Texas",1,87031,Murders,1,4,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
480,"Mountain View, California",1,80382,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
481,"Nampa, Idaho",1,116116,Murders,1,2,-50.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
482,"New Braunfels, Texas",1,111942,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
483,"O'Fallon, Missouri",1,94702,Murders,1,0,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
484,"Oshkosh, Wisconsin",1,65548,Murders,1,4,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
485,"Palatine, Illinois",1,64407,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
486,"Parker, Colorado",1,62431,Murders,1,2,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
487,"Parma, Ohio",1,78913,Murders,1,0,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
488,"Pasadena, California",1,132210,Murders,1,0,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
489,"Placer County, California",1,125007,Murders,1,3,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
490,"Provo, Utah",1,112743,Murders,1,0,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
491,"Redwood City, California",1,78765,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
492,"Rochester Hills, Michigan",1,75845,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
493,"Roswell, Georgia",1,93241,Murders,1,1,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
